Date reported,Time reported(PT),Ping Time(ms.),Time collected,Source,Provider
17.Jul.2019,08:41,5.56,Thu 18 Jul 2019 13:27:08,Is it down right now?,DirecTV
17.Jul.2019,15:44,5.1,Thu 18 Jul 2019 13:27:08,Is it down right now?,DirecTV
18.Jul.2019,00:11,6.42,Thu 18 Jul 2019 13:27:08,Is it down right now?,DirecTV
18.Jul.2019,04:39,5.06,Thu 18 Jul 2019 13:27:08,Is it down right now?,DirecTV
18.Jul.2019,13:47,5.24,Thu 18 Jul 2019 13:27:08,Is it down right now?,DirecTV
17.Jul.2019,11:30,5.25,Thu 18 Jul 2019 13:27:08,Is it down right now?,DirecTV
17.Jul.2019,21:57,7.57,Thu 18 Jul 2019 13:27:08,Is it down right now?,DirecTV
18.Jul.2019,02:27,6.1,Thu 18 Jul 2019 13:27:08,Is it down right now?,DirecTV
18.Jul.2019,11:40,5.42,Thu 18 Jul 2019 13:27:08,Is it down right now?,DirecTV
18.Jul.2019,16:51,6.28,Thu 18 Jul 2019 13:27:08,Is it down right now?,DirecTV
