Location,Reports,Status,Provider,Source,Date collected,Time collected
"Denver, CO",341,  Problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:39:19
"Seattle, WA",271,  Problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:39:19
"Minneapolis, MN",251,  Problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:39:19
"Omaha, NE",249,  Problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:39:19
"Chicago, IL",244,  Problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:39:19
"Los Angeles, CA",233,  Problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:39:19
"Portland, OR",205,  Problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:39:19
"Dallas, TX",184,  Problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:39:19
"Salt Lake City, UT",179,  Problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:39:19
"Phoenix, AZ",175,  Problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:39:19
"Las Vegas, NV",128,  Problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:39:19
"Saint Paul, MN",116,  Problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:39:19
"Orlando, FL",98,  Problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:39:19
"Des Moines, IA",96,  Problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:39:19
"Albuquerque, NM",88,  Problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:39:19
"Atlanta, GA",80,  Problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:39:19
"Charlotte, NC",61,  Problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:39:19
"Brooklyn, NY",49,  Problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:39:19
"Cedar Rapids, IA",49,  Problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:39:19
"Federal Way, WA",49,  Problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:39:19
"Herriman, UT",47,  Problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:39:19
"Houston, TX",45,  Problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:39:19
"Mesquite, TX",44,  Problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:39:19
"Kansas City, MO",40,  Problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:39:19
"Urbana, IL",39,  Problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:39:19
"Lakewood, CA",38,  Problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:39:19
"Boise, ID",38,  Problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:39:19
"Allen, TX",38,  Problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:39:19
"South Jordan, UT",37,  Problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:39:19
"Gilbert, AZ",35,  Problems detected ,CenturyLink,Is the service down,Tue 23 Jul 2019,12:39:19
